A5,hh_altersmok2,smoking,hh_turnover
0,0,0,.5
0,0,0,0
3,,,0
,,,.33333334
3,,,0
3,0,0,.33333334
,,,.5
0,,,0
0,20,10,0
0,30,15,0
0,20,20,0
0,10,12,0
1,,,0
1,30,0,0
1,45,0,0
1,40,0,0
1,22,0,0
3,,,0
3,10,20,0
3,25,20,0
3,30,10,0
3,12,10,0
3,,,0
3,,,0
3,35,10,0
3,30,10,0
3,,,0
7,40,0,0
7,22,0,0
5,,,0
5,,,0
0,,,0
0,10,40,.33333334
0,20,40,0
0,0,50,.25
0,20,6,.25
1,,,0
1,50,0,.33333334
1,60,0,0
1,50,0,.25
1,26,0,.25
2,,,0
2,50,0,.33333334
2,60,0,0
2,50,0,.25
,,,.25
3,,,0
,,,.33333334
,,,0
3,,,0
3,40,10,.33333334
3,40,20,0
,,,.25
3,6,20,.25
3,,,0
,,,.33333334
,,,0
7,26,0,.25
5,,,.25
0,,,0
0,0,0,0
0,,,0
,,,.5
1,,,0
1,0,0,0
1,0,0,0
0,0,0,.5
,,,
0,,,0
0,0,25,0
0,0,20,0
0,0,20,0
0,,,0
0,,,0
0,,,0
1,,,.5
0,,,.33333334
1,,,0
1,25,0,0
1,20,0,0
1,20,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,.5
1,0,0,.33333334
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,.33333334
0,,,0
0,0,0,0
0,13,0,0
1,0,0,0
1,15,0,.2
1,,,0
1,,,0
1,0,13,0
0,0,0,0
0,0,15,.2
3,,,0
3,0,0,0
3,13,0,0
3,0,0,0
3,15,0,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,15,0,.2
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,.2
0,,,0
0,0,25,.2
0,0,20,0
0,0,20,0
0,0,30,0
0,0,20,0
0,0,30,.2
0,0,20,.25
0,0,20,.2
1,,,0
1,25,0,.2
1,20,0,0
1,20,0,0
1,30,0,0
1,20,0,0
1,30,0,.2
1,20,0,.25
1,20,0,.2
2,,,0
2,25,0,.2
2,20,0,0
2,20,0,0
2,30,0,0
2,,,0
2,30,0,.2
2,,,.25
2,,,.2
4,,,0
,,,.2
4,,,.2
4,,,.2
3,,,0
3,,,.2
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,.2
3,,,.25
3,,,.2
0,,,0
0,0,20,0
0,0,15,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,.25
0,0,20,.5
0,0,20,.5
1,,,0
1,20,0,0
1,15,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,.25
1,20,0,.5
1,20,0,.5
3,,,0
3,20,0,0
3,15,0,0
3,20,0,0
3,,,0
3,,,0
3,,,.25
3,,,.5
3,,,.5
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,0
3,,,0
3,,,.25
3,,,.5
3,,,.5
0,,,0
0,0,0,0
,,,1
1,,,0
1,,,0
1,0,0,0
,,,1
0,,,0
0,,,0
0,,,0
0,0,0,0
0,0,0,0
,,,1
0,,,0
0,0,2,0
0,0,0,0
0,0,0,0
0,,,0
0,,,0
0,,,0
0,,,0
0,,,0
1,,,0
1,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,0,0
0,25,0,.25
0,0,0,0
3,,,0
3,0,0,0
3,20,5,.25
3,0,0,0
3,,,0
3,0,0,0
,,,.25
3,0,0,0
1,,,0
1,5,20,.25
1,0,0,0
0,0,0,
0,0,4,0
0,0,10,0
0,0,8,0
0,0,9,0
0,0,1,0
1,0,0,
1,4,0,0
1,10,0,0
1,8,0,0
1,9,0,0
1,1,0,0
3,,,
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,0,15,
0,0,20,0
0,0,20,0
0,0,1,0
0,0,10,0
7,,,.33333334
1,15,0,
1,20,0,0
1,20,0,0
1,1,0,0
1,10,0,0
3,0,0,.33333334
3,,,
3,,,0
3,20,0,0
3,1,0,0
3,,,0
5,,,.33333334
0,0,0,.33333334
1,0,0,.33333334
0,0,0,
0,0,20,0
0,0,0,.25
0,0,20,0
0,0,20,0
0,0,10,0
1,0,0,
1,20,0,0
1,0,0,.25
1,20,0,0
1,20,0,0
1,10,0,0
3,,,0
3,,,.25
3,,,0
3,,,0
3,,,0
6,20,0,0
6,,,.25
2,20,0,0
6,20,0,0
6,10,0,0
0,0,10,
0,0,10,0
0,0,0,0
1,10,0,
1,10,0,0
1,0,0,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,0
1,0,0,
1,0,0,0
1,0,0,0
1,0,0,0
1,10,0,0
3,,,
3,0,0,0
3,,,0
3,,,0
3,,,0
0,0,5,
0,0,10,0
0,0,0,0
0,0,20,0
0,0,0,0
1,5,0,
1,10,0,0
1,0,0,0
1,20,0,0
1,0,0,0
3,,,
3,,,0
3,,,0
3,20,0,0
3,,,0
0,0,0,
0,0,1,0
0,0,0,0
0,0,12,0
0,0,0,0
1,0,0,
1,1,0,0
1,0,0,0
1,12,0,0
1,0,0,0
3,,,
3,,,0
3,0,0,0
3,12,0,0
3,,,0
0,0,0,
0,0,1,0
1,0,0,
1,1,0,0
0,0,20,
0,0,20,0
0,0,30,0
0,,,0
0,,,0
1,20,0,
1,20,0,0
1,30,0,0
1,0,2,0
1,0,0,0
3,,,
3,,,0
3,,,0
3,,,0
3,,,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,
3,,,0
3,,,0
3,,,0
0,0,0,
0,,,0
0,,,0
0,0,0,0
1,0,0,
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,
3,,,0
3,,,0
3,,,0
0,0,10,
0,0,10,0
0,0,5,0
0,0,7,0
1,10,0,
1,10,0,0
1,5,0,0
1,7,0,0
3,,,
3,10,0,0
3,5,0,0
3,,,0
0,0,0,
0,0,0,0
0,0,0,0
1,0,0,
1,0,0,0
1,0,0,0
0,0,0,
0,0,0,.33333334
0,0,2,0
1,0,0,
1,0,0,.33333334
1,2,0,0
3,,,
3,,,.33333334
3,,,0
0,0,15,
0,0,8,0
0,0,10,0
1,15,0,
1,8,0,0
1,10,0,0
3,,,
3,8,0,0
3,,,0
0,,,0
0,0,0,0
0,0,10,.25
0,0,0,0
0,0,0,0
0,,,.33333334
2,,,0
2,0,0,0
,,,.25
2,,,0
2,0,0,0
2,10,0,.25
2,0,0,0
2,0,0,0
2,0,0,.33333334
0,0,0,0
3,,,0
3,,,0
3,,,.25
3,,,0
3,0,0,0
3,,,.33333334
5,,,0
0,,,0
0,0,0,0
0,0,0,0
0,0,20,.33333334
1,,,0
1,0,0,0
1,,,0
3,,,.33333334
3,,,0
3,,,0
3,,,0
,,,.33333334
0,,,0
0,0,0,.33333334
0,0,0,0
0,0,0,0
3,,,0
,,,.33333334
3,,,0
3,0,0,.33333334
3,0,0,0
3,0,0,0
0,,,0
0,,,0
0,0,10,0
0,0,15,.14285715
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,.16666667
0,0,0,0
1,,,0
1,10,0,0
1,15,0,.14285715
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,.16666667
1,0,0,0
2,,,0
2,10,0,0
,,,.14285715
3,,,0
3,,,0
3,,,.14285715
3,20,0,0
3,,,0
3,,,0
,,,0
3,,,.16666667
3,,,0
3,,,0
3,,,0
3,,,.14285715
3,20,0,0
3,20,0,0
3,,,0
3,,,0
3,,,.16666667
3,,,0
3,,,0
3,,,0
3,,,.14285715
3,,,0
3,20,0,0
3,,,0
3,,,0
3,20,0,.16666667
3,,,0
3,,,0
3,,,0
3,,,.14285715
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.16666667
3,,,0
3,,,0
0,,,0
7,0,0,0
0,0,0,.25
7,0,20,0
0,0,0,0
0,,,.14285715
0,,,.33333334
1,,,0
3,0,0,0
1,0,0,.25
3,20,0,0
1,0,0,0
1,10,0,.14285715
1,,,.33333334
2,,,0
0,0,0,0
2,0,0,.25
0,20,0,0
2,0,0,0
2,10,0,.14285715
6,0,0,.33333334
4,,,0
3,0,0,0
,,,.25
8,,,.33333334
4,,,0
3,0,0,0
4,0,0,.25
3,20,0,0
4,0,0,0
4,,,.14285715
8,,,.33333334
4,,,0
3,0,0,0
,,,.25
8,,,.33333334
3,,,0
5,,,0
3,,,.25
5,,,0
3,,,0
3,0,10,.14285715
3,,,.33333334
3,,,0
5,,,0
3,,,.25
5,,,0
3,,,0
3,10,0,.14285715
3,,,.33333334
3,,,.25
5,,,0
3,,,0
3,10,0,.14285715
3,0,0,.33333334
0,,,0
0,0,0,0
0,0,20,0
0,0,20,0
0,0,0,0
0,0,20,.25
1,,,0
1,0,0,0
1,20,0,0
1,20,0,0
1,,,0
1,,,.25
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.25
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,.25
0,,,0
0,0,0,0
0,0,0,.33333334
0,0,0,.5
0,0,0,.5
0,0,0,.5
0,0,0,.5
1,,,0
1,0,0,0
1,0,0,.33333334
,,,.5
3,,,0
3,0,0,0
,,,.33333334
3,,,.5
3,,,.5
3,,,.5
0,,,0
0,0,1,0
1,,,0
1,1,0,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,20,.2
0,0,15,0
0,0,0,0
0,0,12,.2
0,0,20,0
0,15,20,.2
0,,,.16666667
1,,,0
1,20,0,.2
1,15,0,0
1,0,0,0
1,12,0,.2
1,20,0,0
1,35,0,.2
1,,,.16666667
3,,,0
,,,.2
3,15,0,0
3,0,0,0
3,,,.2
3,,,0
3,,,.2
3,,,.16666667
3,,,0
3,20,0,.2
3,15,0,0
3,0,0,0
,,,.2
,,,0
3,,,.2
3,,,.16666667
3,,,0
3,,,.2
3,15,0,0
3,0,0,0
3,,,.2
3,,,0
3,20,15,.2
3,0,15,.16666667
7,,,.2
5,,,.2
5,,,.16666667
7,15,0,.16666667
5,,,.16666667
0,,,0
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
1,,,0
1,0,0,0
1,0,1,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,20,0
0,0,20,0
0,21,20,0
0,20,20,0
0,,,0
0,,,0
0,,,0
0,,,0
1,,,0
1,20,0,0
1,20,0,0
1,40,1,0
1,,,0
1,,,0
1,0,0,0
1,,,0
1,11,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,40,0,0
3,,,0
3,,,0
3,,,0
3,1,10,0
3,,,0
3,,,0
3,,,0
3,,,0
3,40,0,0
3,,,0
3,,,0
3,0,1,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
2,21,20,0
2,20,20,0
2,0,20,0
2,,,0
2,1,0,0
2,10,1,0
0,,,0
0,0,0,.5
0,41,0,0
0,45,0,.625
0,40,0,.16666667
0,20,0,.60000002
3,,,0
,,,.5
3,11,30,0
,,,.625
3,,,0
,,,.5
7,41,0,0
,,,.625
3,,,0
3,0,0,.5
3,31,10,0
3,25,20,.625
3,20,20,.16666667
3,,,.60000002
3,,,0
3,0,0,.5
3,41,0,0
,,,.625
,,,.16666667
3,,,0
,,,.5
5,,,0
,,,.625
1,,,0
1,0,0,.5
1,40,1,0
1,20,25,.625
1,20,20,.16666667
1,0,20,.60000002
5,,,0
,,,.625
7,45,0,.625
7,40,0,.16666667
7,,,.60000002
5,,,.625
5,,,.16666667
5,,,.60000002
0,,,0
0,0,20,0
0,0,20,0
0,0,0,0
0,0,0,0
1,,,0
1,20,0,0
1,20,0,0
1,0,0,0
1,0,0,0
3,,,0
3,20,0,0
3,20,0,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
0,,,0
0,0,0,0
0,0,10,0
0,20,0,.33333334
0,12,0,.2857143
0,0,0,0
0,0,0,.60000002
0,0,0,.60000002
0,0,0,.60000002
1,,,0
1,0,0,0
1,10,0,0
1,20,0,.33333334
1,12,0,.2857143
1,0,0,0
1,0,0,.60000002
1,0,0,.60000002
1,0,0,.60000002
3,,,0
3,0,0,0
3,,,0
,,,.33333334
,,,.2857143
3,,,.60000002
3,,,.60000002
3,,,.60000002
3,,,0
3,0,0,0
3,,,0
,,,.33333334
,,,.2857143
3,,,.60000002
3,,,.60000002
3,,,.60000002
3,,,0
3,0,0,0
3,10,0,0
3,20,0,.33333334
3,12,0,.2857143
3,,,0
3,,,.60000002
3,,,.60000002
3,,,.60000002
5,,,.60000002
3,,,
3,20,0,0
5,0,0,.60000002
0,,,0
0,0,20,0
0,0,0,0
0,0,0,.5714286
0,0,0,.71428573
0,0,0,0
0,0,0,.42857143
0,0,1,.71428573
0,0,1,.71428573
1,,,0
1,20,0,0
1,0,0,0
1,0,0,.5714286
1,0,0,.71428573
1,0,0,0
1,0,0,.42857143
1,1,0,.71428573
1,1,0,.71428573
3,,,0
3,20,0,0
3,0,0,0
,,,.5714286
,,,.71428573
3,,,.42857143
3,,,.71428573
3,,,.71428573
3,,,0
3,20,0,0
3,0,0,0
,,,.5714286
,,,.71428573
3,,,.42857143
3,,,.71428573
3,,,.71428573
3,,,0
3,20,0,0
3,0,0,0
3,0,0,.5714286
,,,.71428573
3,,,.42857143
3,,,.71428573
3,,,.71428573
5,,,0
5,,,0
3,,,0
,,,.5714286
,,,.71428573
5,,,.42857143
5,,,.71428573
5,,,.71428573
5,,,0
5,,,0
3,,,0
,,,.5714286
,,,.71428573
5,,,.42857143
5,,,.71428573
5,,,.71428573
0,,,0
0,0,20,.33333334
0,,,0
0,0,0,0
0,0,40,.5
0,0,20,0
0,0,20,.33333334
0,0,30,.33333334
0,10,8,.5
1,,,0
1,20,0,.33333334
1,0,0,0
1,0,0,0
,,,.5
1,20,0,.33333334
1,30,0,.33333334
1,18,0,.5
3,,,0
3,,,.33333334
3,,,0
3,,,0
,,,.5
3,,,.33333334
3,,,.33333334
3,,,.5
3,,,0
3,,,.33333334
3,,,0
3,,,0
3,40,0,.5
3,,,0
3,,,.33333334
3,,,.33333334
3,8,10,.5
2,,,0
,,,.33333334
2,,,.33333334
2,,,.33333334
2,,,.5
2,,,0
,,,.33333334
2,,,.33333334
2,,,.33333334
2,,,.5
0,,,0
0,0,0,0
0,0,0,0
0,0,15,0
0,0,0,.2
0,0,0,0
0,0,0,0
0,0,0,.40000001
0,0,0,.2
1,,,0
1,0,0,0
1,0,0,0
1,15,0,0
1,0,0,.2
1,0,0,0
1,0,0,0
1,0,0,.40000001
1,0,0,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.2
,,,0
3,,,0
3,,,.40000001
3,,,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.2
3,,,0
3,,,0
3,,,.40000001
3,,,.2
3,,,0
3,,,.2
3,,,0
3,,,0
3,,,.40000001
3,,,.2
0,,,0
0,0,20,0
0,0,15,0
0,0,15,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,.2
0,0,20,.2
1,,,0
1,20,0,0
1,15,0,0
1,15,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,,,.2
1,20,0,.2
3,,,0
3,,,0
3,,,0
3,15,0,0
3,20,0,0
3,,,0
3,,,0
3,,,.2
3,,,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.2
3,,,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,0
3,,,.2
3,,,.2
0,,,0
0,0,0,0
0,0,15,0
0,0,0,0
0,,,0
0,0,1,0
2,,,.60000002
0,0,0,.2
0,0,0,.2
1,,,0
1,0,0,0
1,15,0,0
1,0,0,0
1,0,0,0
1,,,0
2,,,.60000002
1,0,0,.2
1,0,0,.2
3,,,0
3,0,0,0
3,15,0,0
3,0,0,0
3,,,0
3,,,0
0,0,0,.60000002
3,0,0,.2
3,,,.2
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
4,,,.60000002
3,,,.2
3,,,.2
7,0,0,0
7,,,0
1,0,0,.60000002
7,,,.2
7,,,.2
3,,,.60000002
0,0,20,
0,0,40,0
0,0,30,0
0,0,50,0
0,5,20,.40000001
1,20,0,
1,,,0
1,30,0,0
1,50,0,0
1,25,0,.40000001
3,,,
3,,,0
3,,,0
3,50,0,0
3,,,.40000001
3,,,
3,,,0
3,,,0
3,50,0,0
3,,,.40000001
3,,,
3,,,0
3,,,0
3,,,0
3,20,5,.40000001
0,0,20,
0,0,0,.33333334
0,,,0
1,20,0,
1,0,0,.33333334
1,,,0
3,,,
3,,,.33333334
3,0,0,0
0,0,0,
0,0,20,0
0,0,10,0
1,0,0,
1,,,0
1,,,0
0,0,0,
0,0,20,0
0,0,20,0
0,0,0,.25
0,0,20,0
1,0,0,
1,20,0,0
1,20,0,0
1,0,0,.25
1,20,0,0
3,,,
3,,,0
3,,,0
3,,,.25
3,,,0
3,,,
3,20,0,0
3,,,0
3,,,.25
3,,,0
0,0,20,
0,0,20,0
0,0,40,0
0,,,0
1,20,0,
1,20,0,0
1,40,0,0
1,0,0,0
3,20,0,
3,,,0
3,,,0
3,,,0
3,,,
3,,,0
3,40,0,0
3,,,0
0,0,20,
1,20,0,
3,20,0,
0,0,0,
0,0,1,0
0,0,1,0
0,0,1,0
1,0,0,
1,1,0,0
1,1,0,0
1,1,0,0
0,0,0,
0,0,5,0
0,0,10,0
0,0,0,0
1,0,0,
1,,,0
1,,,0
1,0,0,0
3,,,
3,,,0
3,,,0
3,,,0
3,,,0
0,0,20,
0,0,0,0
0,0,22,.25
0,,,.25
1,20,0,
1,0,0,0
1,22,0,.25
1,0,0,.25
3,,,
3,,,0
3,,,.25
3,,,.25
3,,,
3,,,0
3,,,.25
3,,,.25
3,,,0
3,0,0,0
3,,,0
3,0,20,.33333334
3,0,12,.2857143
0,0,18,
0,0,20,0
0,0,20,0
0,,,0
7,20,0,.33333334
7,12,0,.2857143
1,18,0,
1,20,0,0
1,20,0,0
1,0,0,0
5,,,.2857143
3,,,
3,,,0
3,20,0,0
3,0,0,0
0,0,1,
1,1,0,
3,,,
3,,,
0,0,1,
1,1,0,
5,,,
0,0,0,
1,0,0,
5,,,
0,0,0,
1,0,0,
3,,,
7,,,
5,,,
5,,,
0,,,0
0,0,0,.125
0,0,0,.14285715
0,0,0,.16666667
0,8,0,.33333334
0,0,0,0
0,0,0,.5
0,0,0,.5
0,0,0,.66666669
1,,,0
1,0,0,.125
1,0,0,.14285715
1,0,0,.16666667
1,8,0,.33333334
1,0,0,0
1,0,0,.5
1,0,0,.5
1,0,0,.66666669
2,,,0
,,,.125
2,,,0
2,0,0,.125
2,0,0,.14285715
,,,.16666667
,,,.33333334
3,,,0
3,0,0,.125
,,,.14285715
3,,,.5
3,,,.5
3,,,.66666669
3,,,0
3,0,0,.125
3,,,.14285715
3,0,0,.16666667
,,,.33333334
3,,,.5
3,,,.5
3,,,.66666669
3,,,0
3,0,0,.125
3,0,0,.14285715
3,0,0,.16666667
3,8,0,.33333334
3,,,0
3,,,.5
3,,,.5
3,,,.66666669
3,,,0
3,,,.125
3,0,0,.14285715
3,0,0,.16666667
3,0,8,.33333334
3,0,0,0
3,,,.5
3,,,.5
3,,,.66666669
0,,,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,0,0
0,0,15,.5
0,0,20,0
0,0,20,0
0,0,10,0
1,,,0
1,20,0,0
1,20,0,0
1,20,0,0
1,0,0,0
1,,,.5
0,,,0
0,0,20,0
0,0,25,0
0,0,20,0
0,0,13,0
0,0,20,0
0,,,0
0,0,20,0
1,,,0
1,20,0,0
1,25,0,0
1,20,0,0
1,13,0,0
1,,,0
1,,,0
1,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
0,,,0
0,0,0,0
0,0,0,0
,,,.5
,,,.5
1,,,0
1,0,0,0
1,0,0,0
1,0,0,.5
0,0,0,.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,,,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,,,0
0,0,0,0
0,0,0,0
1,,,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,0
3,,,0
0,,,0
0,20,20,.25
0,0,0,.33333334
0,0,0,.5
0,0,0,0
0,,,.33333334
0,0,1,.77777779
2,,,.66666669
1,,,0
1,40,0,.25
1,0,0,.33333334
1,0,0,.5
1,0,0,0
1,,,.33333334
3,,,0
3,20,20,.25
3,0,0,.33333334
,,,.5
3,,,.77777779
0,0,20,.66666669
0,0,10,0
3,,,0
3,40,0,.25
,,,.33333334
3,,,.77777779
4,,,.66666669
3,,,0
3,40,0,.25
3,0,0,.33333334
3,0,0,.5
3,,,0
3,0,0,.33333334
3,,,.77777779
4,,,.66666669
3,,,0
,,,.25
3,,,.77777779
4,,,.66666669
3,,,0
,,,.25
3,,,.77777779
4,,,.66666669
3,,,0
3,40,0,.25
,,,.33333334
3,,,.77777779
4,,,.66666669
7,0,0,.33333334
,,,.5
8,,,.77777779
4,20,0,.66666669
1,10,0,0
5,,,.33333334
,,,.5
5,,,.77777779
3,20,0,.66666669
3,10,0,0
0,,,0
0,0,40,0
0,0,12,0
0,0,20,0
0,0,30,.14285715
0,0,40,.16666667
0,0,40,.2857143
0,6,1,.42857143
0,0,0,.42857143
1,,,0
1,40,0,0
1,12,0,0
1,20,0,0
1,30,0,.14285715
1,40,0,.16666667
1,40,0,.2857143
1,7,0,.42857143
1,0,0,.42857143
3,,,0
3,40,0,0
3,12,0,0
3,20,0,0
,,,.14285715
,,,.16666667
3,,,.2857143
3,,,.42857143
3,,,.42857143
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,.14285715
3,,,.16666667
3,,,.2857143
3,,,.42857143
3,,,.42857143
3,,,0
3,,,0
3,,,0
3,20,0,0
3,,,.14285715
3,,,.16666667
3,,,.2857143
3,,,.42857143
3,,,.42857143
3,,,0
3,,,0
3,,,0
3,,,0
3,30,0,.14285715
3,,,.16666667
3,,,.2857143
3,1,6,.42857143
3,,,.42857143
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.14285715
3,,,.16666667
3,,,.2857143
3,,,.42857143
3,,,.42857143
0,,,0
0,0,20,0
0,0,20,0
0,0,0,0
0,0,40,0
0,,,.2
0,0,40,.2
0,0,0,.40000001
0,0,0,.40000001
1,,,0
1,20,0,0
1,20,0,0
1,0,0,0
1,40,0,0
1,0,0,.2
1,40,0,.2
1,0,0,.40000001
1,0,0,.40000001
3,,,0
3,,,0
3,,,0
3,0,0,0
3,,,0
3,,,.2
3,,,.2
3,,,.40000001
3,,,.40000001
3,,,0
3,,,0
3,,,0
3,0,0,0
3,40,0,0
3,,,.2
3,,,.2
3,,,.40000001
3,,,.40000001
3,,,0
3,,,0
3,,,0
3,,,0
3,40,0,0
3,,,.2
3,,,.2
3,,,.40000001
3,,,.40000001
7,0,0,.40000001
5,,,.40000001
0,,,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,0
0,0,0,.25
0,0,0,0
1,,,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,10,0,0
1,0,0,.25
1,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.25
3,,,0
0,,,0
0,20,0,0
0,0,0,0
0,20,0,0
1,0,0,0
1,20,0,0
1,,,0
1,,,0
1,0,20,0
1,0,0,0
1,0,20,0
0,,,0
0,0,20,0
0,,,0
0,0,20,0
0,0,20,0
0,0,40,0
0,0,12,0
0,20,20,.2
1,,,0
1,20,0,0
1,20,0,0
1,40,0,0
1,12,0,0
1,40,0,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,25,15,.2
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,.2
,,,0
3,,,0
3,,,0
3,,,0
3,35,5,.2
7,40,0,.2
0,,,0
0,0,10,.2
0,20,1,0
0,8,0,0
0,0,0,0
0,0,1,.66666669
0,0,1,.66666669
0,0,0,0
0,0,1,.66666669
1,,,0
1,10,0,.2
1,21,0,0
1,8,0,0
1,0,0,0
1,1,0,.66666669
1,1,0,.66666669
1,0,0,0
1,1,0,.66666669
3,,,0
3,10,0,.2
3,1,20,0
3,0,8,0
3,,,0
3,,,.66666669
3,,,.66666669
3,,,0
3,,,.66666669
3,,,0
3,10,0,.2
3,,,0
3,8,0,0
3,,,0
3,,,.66666669
3,,,.66666669
3,,,0
3,,,.66666669
7,8,0,0
7,,,0
7,,,.66666669
7,,,.66666669
7,,,0
7,,,.66666669
5,,,0
5,,,0
5,,,.66666669
5,,,.66666669
5,,,0
5,,,.66666669
0,,,0
0,1,0,.16666667
0,0,20,.33333334
0,20,40,0
0,0,30,.16666667
0,,,.2857143
,,,.33333334
3,,,0
,,,.16666667
,,,.33333334
3,,,.2857143
3,,,.33333334
4,,,.2857143
3,,,0
3,0,1,.16666667
3,,,.33333334
3,40,20,0
3,,,.16666667
3,,,.2857143
3,0,25,.33333334
0,0,20,.2857143
3,,,0
3,1,0,.16666667
3,20,0,.33333334
3,60,0,0
,,,.16666667
3,,,.2857143
3,,,.33333334
4,,,.2857143
3,,,0
3,,,.16666667
,,,.33333334
7,60,0,0
7,,,.16666667
7,,,.2857143
7,25,0,.33333334
1,20,0,.2857143
5,,,0
5,,,.16666667
5,,,.2857143
5,25,0,.33333334
3,20,0,.2857143
5,,,.33333334
3,,,.2857143
5,,,.33333334
3,,,.2857143
0,,,0
0,0,0,0
0,0,0,0
0,0,0,.33333334
0,,,0
0,0,1,.16666667
0,0,1,.42857143
0,0,0,.42857143
0,0,1,.30000001
1,,,0
1,0,0,0
1,0,0,0
1,0,0,.33333334
1,0,0,0
1,1,0,.16666667
1,1,0,.42857143
1,0,0,.42857143
1,1,0,.30000001
2,,,0
2,0,0,0
2,0,0,0
,,,.33333334
3,,,0
3,0,0,0
3,0,0,0
3,0,0,.33333334
3,,,0
3,,,.16666667
3,,,.42857143
3,0,0,.42857143
3,,,.30000001
3,,,0
3,0,0,0
3,0,0,0
,,,.33333334
,,,.16666667
3,,,.42857143
3,,,.42857143
3,,,.30000001
3,,,0
3,0,0,0
3,0,0,0
3,0,0,.33333334
3,0,0,0
3,1,0,.16666667
3,,,.42857143
3,,,.42857143
3,,,.30000001
7,0,0,.33333334
7,,,0
7,,,.16666667
7,,,.42857143
7,,,.42857143
7,,,.30000001
5,,,.33333334
5,,,0
5,,,.16666667
5,,,.42857143
5,0,0,.42857143
5,1,0,.30000001
7,0,0,.42857143
7,,,.30000001
5,0,0,.42857143
5,,,.30000001
5,,,.42857143
5,,,.30000001
0,,,0
0,0,0,0
0,0,0,0
0,20,0,0
3,0,0,0
0,0,0,.2857143
