A5,hh_altersmok2,smoking,hh_turnover
0,,,0
0,0,0,0
0,,,0
0,0,10,0
0,0,6,0
0,8,10,0
0,0,1,.33333334
1,,,0
1,0,0,0
1,0,0,0
1,10,0,0
1,6,0,0
1,,,0
1,1,0,.33333334
3,,,0
3,,,0
3,0,0,0
3,10,0,0
3,6,0,0
2,10,8,0
3,,,.33333334
7,1,0,.33333334
5,,,.33333334
0,,,0
0,0,0,0
0,0,0,0
0,,,.60000002
0,0,0,0
2,,,0
2,,,0
2,0,0,0
2,0,0,0
2,0,0,0
,,,.60000002
2,,,0
2,0,0,0
2,0,0,0
,,,.60000002
4,,,0
4,0,0,0
4,0,0,0
,,,.60000002
1,,,0
1,,,.60000002
1,0,0,0
0,,,0
0,,,0
0,0,20,.25
0,20,20,0
0,0,20,.5
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
1,,,0
1,20,0,.25
1,40,0,0
1,20,0,.5
1,0,0,0
1,1,0,0
1,1,0,0
1,1,0,0
3,,,0
,,,.25
3,20,20,0
,,,.5
3,,,0
3,20,0,.25
3,40,0,0
,,,.5
0,,,0
0,0,0,0
0,0,20,0
0,0,20,0
1,0,20,0
0,0,1,.25
0,0,0,.25
0,0,1,.5
1,,,0
1,0,0,0
1,,,0
1,20,0,0
0,20,0,0
1,1,0,.25
1,0,0,.25
1,1,0,.5
3,,,0
3,0,0,0
3,,,0
3,20,0,0
3,20,0,0
3,,,.25
3,,,.25
3,,,.5
3,,,0
3,,,0
3,20,0,0
3,,,0
3,20,0,0
3,1,0,.25
3,0,0,.25
3,,,.5
0,,,0
0,20,0,0
0,30,0,0
0,20,0,0
0,30,0,0
0,20,0,.16666667
1,30,0,.2
0,4,0,.66666669
1,,,0
1,0,20,0
1,0,30,0
1,0,20,0
1,20,10,0
1,0,20,.16666667
0,10,20,.2
1,0,4,.66666669
3,,,0
3,20,0,0
3,30,0,0
3,20,0,0
3,30,0,0
3,,,.16666667
3,,,.66666669
3,,,0
3,,,0
3,20,0,0
3,,,0
3,20,0,0
3,10,20,0
3,,,.16666667
3,20,10,.2
3,,,.66666669
7,30,0,0
7,,,.16666667
7,30,0,.2
7,,,.66666669
5,,,0
5,,,.16666667
5,,,.2
5,,,.66666669
0,,,0
0,0,0,0
0,13,0,.33333334
0,8,0,0
0,0,0,.40000001
0,0,0,0
0,0,0,.25
0,0,0,.66666669
1,,,0
1,0,0,0
,,,.33333334
1,,,.66666669
3,,,0
3,,,0
3,,,0
3,0,0,0
3,10,3,.33333334
3,5,3,0
,,,.40000001
3,,,.25
3,,,.66666669
1,8,0,0
1,0,0,.40000001
1,0,0,0
1,0,0,.25
3,,,0
3,0,0,.40000001
3,0,0,0
3,,,.25
7,8,0,0
,,,.40000001
0,,,0
0,0,18,0
0,0,20,0
0,0,12,.2
0,1,12,0
0,8,10,0
0,1,1,0
0,10,1,.25
1,,,0
1,18,0,0
1,20,0,0
1,12,0,.2
1,13,0,0
1,18,0,0
1,2,0,0
1,11,0,.25
3,,,0
3,18,0,0
3,20,0,0
3,12,0,.2
3,13,0,0
3,18,0,0
3,2,0,0
3,,,.25
3,,,0
3,18,0,0
3,20,0,0
3,12,0,.2
3,12,1,0
3,10,8,0
3,1,1,0
3,1,10,.25
2,,,0
2,18,0,0
6,20,0,0
,,,.2
7,11,0,.25
5,,,.25
0,,,0
0,10,18,.40000001
0,10,20,.40000001
0,22,8,0
0,3,0,0
0,21,1,0
0,13,3,.2857143
1,,,0
1,28,0,.40000001
1,30,0,.40000001
1,28,2,0
1,0,3,0
1,21,1,0
1,16,0,.2857143
3,,,0
,,,.40000001
,,,.40000001
3,,,.2857143
3,,,0
,,,.40000001
,,,.40000001
3,,,.2857143
3,,,0
3,18,10,.40000001
3,20,10,.40000001
3,10,20,0
3,3,0,0
3,2,20,0
3,3,13,.2857143
0,0,20,0
7,30,0,0
,3,0,0
3,22,0,0
7,16,0,.2857143
1,20,0,0
5,,,0
5,,,0
5,,,0
5,16,0,.2857143
3,20,0,0
0,1,12,
0,0,20,0
0,0,20,0
0,0,20,0
0,0,10,0
1,12,1,
1,20,0,0
1,20,0,0
1,20,0,0
1,10,0,0
3,,,
3,,,0
3,,,0
3,,,0
3,10,0,0
0,0,10,
0,0,0,0
0,0,12,0
0,0,10,0
0,0,10,0
1,10,0,
1,0,0,0
1,12,0,0
1,10,0,0
1,10,0,0
3,,,
3,,,0
3,,,0
3,,,0
3,10,0,0
,,,0
3,3,10,.33333334
3,3,5,0
0,0,8,
0,0,10,0
0,0,10,0
0,0,10,0
1,8,0,
1,10,0,0
1,10,0,0
1,10,0,0
3,,,0
3,,,0
3,,,0
2,,,0
2,0,0,0
2,20,0,0
2,20,0,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
2,,,0
2,0,0,0
2,20,0,0
2,20,0,0
1,0,0,
1,0,0,0
1,0,0,0
1,0,0,0
0,,,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,,,.5
1,,,.5
1,,,0
1,20,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,.5
0,0,0,.5
0,,,0
0,0,20,0
0,0,10,0
0,0,20,0
0,0,20,0
0,0,25,0
0,0,20,0
0,0,20,0
3,0,20,0
1,,,0
1,20,0,0
1,10,0,0
1,20,0,0
1,20,0,0
1,25,0,0
1,20,0,0
1,20,0,0
7,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,25,0,0
2,20,0,0
3,20,0,0
5,20,0,0
2,20,0,0
2,10,0,0
2,20,0,0
2,20,0,0
2,25,0,0
3,20,0,0
2,20,0,0
0,20,0,0
7,,,0
5,,,0
0,,,0
,,,.5
1,,,0
0,0,0,.5
0,0,0,0
2,0,0,0
1,0,0,
0,,,0
0,20,25,0
0,20,30,0
0,20,0,0
0,20,0,0
0,25,1,.2
0,20,0,0
0,20,1,.2
0,32,1,0
1,,,0
1,45,0,0
1,50,0,0
1,20,0,0
1,20,0,0
1,,,.2
1,,,.2
3,,,0
3,25,20,0
3,30,20,0
3,0,20,0
3,0,20,0
3,1,25,.2
3,0,20,0
3,1,20,.2
3,3,30,0
8,,,0
7,45,0,0
7,50,0,0
7,20,0,0
7,20,0,0
7,26,0,.2
7,20,0,0
7,21,0,.2
7,33,0,0
5,,,0
5,,,0
5,,,0
5,,,0
5,20,0,0
5,26,0,.2
5,,,0
5,21,0,.2
5,31,2,0
0,,,0
0,0,25,0
0,0,0,0
0,0,20,0
1,,,0
1,25,0,0
1,0,0,0
1,20,0,0
3,,,0
3,25,0,0
3,0,0,0
3,20,0,0
0,,,0
0,0,15,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
1,,,0
1,15,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,0
1,20,0,0
3,,,0
3,,,0
3,20,0,0
3,20,0,0
3,,,0
3,20,0,0
3,20,0,0
3,20,0,0
5,,,0
0,,,0
0,20,0,0
0,0,0,.25
0,0,0,.33333334
0,0,0,0
0,0,0,0
0,0,0,.5
0,0,0,0
0,0,0,0
1,,,0
1,20,0,0
1,0,0,.25
1,0,0,.33333334
1,0,0,0
1,0,0,0
1,0,0,.5
1,0,0,0
1,0,0,0
5,,,0
5,,,0
5,,,.25
,,,.33333334
5,,,.5
3,0,20,0
,,,.25
3,,,.5
0,,,0
0,0,40,0
0,15,20,0
3,10,20,0
0,20,20,0
0,0,20,.25
0,10,20,.25
0,23,20,0
0,20,20,.25
1,,,0
1,40,0,0
1,35,0,0
7,30,0,0
1,40,0,0
1,20,0,.25
1,30,0,.25
1,43,0,0
1,40,0,.25
3,,,0
3,,,0
3,,,0
5,,,0
3,40,0,0
3,20,0,.25
3,20,10,.25
3,40,3,0
3,20,20,.25
2,20,15,0
0,20,10,0
2,20,20,0
2,,,.25
2,,,.25
2,23,20,0
2,,,.25
0,,,0
0,5,20,0
0,10,10,.25
0,30,20,0
0,10,4,0
0,5,5,0
0,5,2,.16666667
0,10,0,0
0,1,10,.2
1,,,0
1,25,0,0
1,20,0,.25
1,50,0,0
1,14,0,0
1,10,0,0
1,7,0,.16666667
1,10,0,0
1,11,0,.2
3,,,0
3,20,5,0
3,10,10,.25
3,20,30,0
3,4,10,0
3,5,5,0
3,2,5,.16666667
3,0,10,0
3,10,1,.2
3,,,0
3,25,0,0
,,,.25
3,,,.16666667
7,50,0,0
7,14,0,0
7,10,0,0
7,7,0,.16666667
7,10,0,0
7,,,.2
5,,,0
5,,,0
5,,,.16666667
5,,,0
5,11,0,.2
0,,,0
0,0,0,0
0,0,0,0
,,,.25
1,,,0
1,0,0,0
1,0,0,0
1,0,0,.25
0,0,0,0
0,0,0,0
2,0,0,.2
2,0,0,.2
3,,,0
3,0,0,0
3,0,0,0
3,0,0,.25
3,0,0,0
3,0,0,0
0,0,0,.2
0,0,0,.2
3,,,0
3,0,0,0
3,0,0,0
3,0,0,.25
3,0,0,0
3,0,0,0
4,,,.2
4,,,.2
7,0,0,0
1,0,0,.2
1,0,0,.2
5,,,0
3,,,.2
3,,,.2
0,,,0
0,0,10,0
0,0,20,0
0,0,10,0
0,0,0,0
0,0,20,0
0,15,15,0
0,,,0
1,,,0
1,10,0,0
1,20,0,0
1,10,0,0
1,0,0,0
1,20,0,0
1,30,0,0
1,10,0,0
3,,,0
3,,,0
3,20,0,0
3,10,0,0
3,0,0,0
3,20,0,0
3,30,0,0
3,10,0,0
7,,,0
7,15,15,0
7,0,10,0
5,,,0
5,,,0
5,,,0
0,,,0
0,10,15,0
0,10,15,0
0,0,20,.2857143
0,5,20,0
0,5,10,0
0,5,10,.2857143
0,4,15,0
0,20,15,0
1,,,0
1,25,0,0
1,25,0,0
1,20,0,.2857143
1,25,0,0
1,15,0,0
1,15,0,.2857143
1,19,0,0
1,35,0,0
3,,,0
3,25,0,0
3,25,0,0
3,20,0,.2857143
3,25,0,0
3,15,0,0
3,15,0,.2857143
3,19,0,0
3,35,0,0
3,,,0
3,25,0,0
3,25,0,0
,,,.2857143
,,,0
3,,,.2857143
3,,,0
3,25,0,0
3,25,0,0
,,,.2857143
,,,0
3,,,.2857143
5,,,0
5,,,0
5,,,.2857143
5,,,0
5,15,0,0
5,,,.2857143
5,19,0,0
5,,,0
7,15,10,0
7,15,10,0
7,20,0,.2857143
7,20,5,0
7,10,5,0
3,10,5,.2857143
7,15,4,0
7,15,20,0
0,,,0
0,8,5,.25
0,0,3,0
0,1,0,0
0,0,0,0
0,0,0,.60000002
0,2,0,.16666667
0,15,0,0
0,1,0,0
1,,,0
1,13,0,.25
1,3,0,0
1,1,0,0
1,0,0,0
1,0,0,.60000002
1,2,0,.16666667
1,15,0,0
1,1,0,0
3,,,0
3,,,0
,,,.25
,,,0
3,,,.16666667
3,,,0
3,5,8,.25
3,3,0,0
3,0,1,0
3,0,0,0
3,,,.60000002
3,0,2,.16666667
3,0,15,0
3,0,1,0
7,1,0,0
7,0,0,0
7,,,.60000002
7,2,0,.16666667
7,15,0,0
7,1,0,0
5,,,0
5,,,.60000002
5,,,.16666667
5,,,0
5,,,0
0,,,0
0,0,25,0
0,20,20,0
0,5,10,.40000001
0,7,10,0
0,10,12,0
0,8,12,.16666667
0,10,10,0
0,10,10,0
1,,,0
1,25,0,0
1,40,0,0
1,15,0,.40000001
1,17,0,0
1,22,0,0
1,20,0,.16666667
1,20,0,0
1,20,0,0
3,,,0
3,,,0
3,40,0,0
,,,.40000001
3,,,0
3,25,0,0
3,40,0,0
,,,.40000001
3,,,0
3,25,0,0
3,20,20,0
3,10,5,.40000001
3,10,7,0
3,12,10,0
3,12,8,.16666667
3,10,10,0
3,10,10,0
7,15,0,.40000001
7,17,0,0
7,22,0,0
7,20,0,.16666667
7,20,0,0
7,20,0,0
5,,,0
5,,,0
5,,,.16666667
5,,,0
5,20,0,0
2,22,0,0
2,,,.16666667
2,20,0,0
2,20,0,0
0,,,0
0,0,20,0
0,0,10,0
0,0,6,0
0,10,5,0
0,20,10,0
0,10,0,0
0,20,8,0
0,20,4,0
1,,,0
1,20,0,0
1,10,0,0
1,6,0,0
1,15,0,0
1,30,0,0
1,10,0,0
1,28,0,0
1,24,0,0
3,,,0
3,20,0,0
3,10,0,0
3,6,0,0
3,15,0,0
3,30,0,0
3,10,0,0
3,28,0,0
3,24,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,10,0,0
3,28,0,0
3,24,0,0
5,,,0
5,,,0
5,,,0
5,,,0
5,24,0,0
7,5,10,0
7,10,20,0
3,0,10,0
7,8,20,0
7,4,20,0
0,,,0
0,0,10,0
0,0,20,0
0,0,25,0
0,0,15,0
0,0,10,.25
0,0,15,.25
0,0,8,.25
0,0,1,.2
1,,,0
1,10,0,0
1,20,0,0
1,25,0,0
1,15,0,0
1,10,0,.25
1,15,0,.25
1,8,0,.25
1,1,0,.2
3,,,0
3,10,0,0
3,20,0,0
3,25,0,0
3,15,0,0
3,10,0,.25
3,15,0,.25
3,8,0,.25
3,1,0,.2
3,,,0
3,,,0
3,20,0,0
3,25,0,0
3,15,0,0
3,,,.25
3,,,.25
3,,,.25
3,,,.2
7,8,0,.25
7,1,0,.2
5,,,.2
0,,,0
0,0,0,0
0,20,0,0
0,10,0,.14285715
,,,.16666667
8,,,0
7,0,0,0
7,20,0,0
7,10,0,.14285715
0,20,0,.16666667
0,20,0,0
0,20,0,0
0,20,0,0
0,30,0,0
3,,,0
3,0,0,0
3,20,0,0
3,10,0,.14285715
1,20,0,.16666667
1,20,0,0
1,20,0,0
1,20,0,0
1,30,0,0
5,,,0
5,0,0,0
5,20,0,0
5,10,0,.14285715
3,20,0,.16666667
3,20,0,0
3,20,0,0
3,20,0,0
3,30,0,0
5,,,0
5,0,0,0
5,20,0,0
,,,.14285715
,,,.16666667
8,,,0
8,,,0
8,0,20,0
8,0,10,.14285715
7,0,20,.16666667
7,0,20,0
7,0,20,0
7,0,20,0
7,0,30,0
8,,,0
8,,,0
8,,,.14285715
5,,,.16666667
5,20,0,0
5,20,0,0
5,20,0,0
5,30,0,0
0,,,0
0,10,30,0
0,5,4,0
0,0,16,0
0,0,20,0
0,0,15,.60000002
0,0,15,0
0,0,10,.40000001
0,0,15,0
1,,,0
1,40,0,0
1,9,0,0
1,16,0,0
1,20,0,0
1,15,0,.60000002
1,15,0,0
1,10,0,.40000001
1,15,0,0
3,30,10,0
3,4,5,0
3,16,0,0
3,,,0
3,,,.60000002
3,15,0,0
3,,,.40000001
7,,,0
7,9,0,0
7,16,0,0
7,20,0,0
7,,,.60000002
7,,,0
7,,,.40000001
5,,,0
5,,,0
5,,,0
5,,,0
5,,,.60000002
5,,,0
5,,,.40000001
0,,,0
0,18,0,0
0,2,0,0
0,10,0,0
0,10,0,0
0,20,0,0
2,,,0
0,20,0,0
2,20,0,0
1,,,0
1,18,0,0
1,2,0,0
1,10,0,0
1,10,0,0
1,20,0,0
2,,,0
1,20,0,0
2,20,0,0
3,,,0
3,0,18,0
3,0,2,0
3,0,10,0
3,0,10,0
3,0,20,0
0,0,10,0
3,0,20,0
0,0,20,0
8,,,0
7,18,0,0
7,2,0,0
7,10,0,0
7,10,0,0
7,20,0,0
1,10,0,0
7,20,0,0
1,20,0,0
5,,,0
5,,,0
5,,,0
5,,,0
5,10,0,0
5,20,0,0
3,10,0,0
5,20,0,0
3,20,0,0
5,,,0
5,,,0
5,,,0
5,,,0
5,20,0,0
3,,,0
5,20,0,0
3,,,0
0,,,0
0,0,0,0
0,0,2,0
0,0,0,0
0,0,0,0
0,0,1,0
,,,
0,0,1,0
1,,,0
1,0,0,0
1,2,0,0
1,0,0,0
1,0,0,0
1,1,0,0
,,,
1,1,0,0
3,,,0
3,,,0
3,2,0,0
3,0,0,0
3,0,0,0
3,1,0,0
,,,
3,1,0,0
5,,,0
0,0,10,
0,,,0
0,30,20,0
0,30,18,0
1,10,0,
1,0,0,0
1,50,0,0
1,48,0,0
2,,,0
2,20,30,0
2,18,30,0
2,0,0,0
2,50,0,0
2,48,0,0
3,,,0
3,,,0
3,,,0
0,0,1,
0,0,1,0
0,0,1,0
0,0,0,.33333334
2,1,0,
6,1,0,0
2,1,0,0
2,,,.33333334
1,1,0,
1,1,0,0
1,1,0,0
1,0,0,.33333334
1,0,10,
0,10,0,
0,15,0,
1,0,15,
3,,,
3,40,20,
0,20,40,
1,60,0,
5,,,
0,0,10,
1,10,0,
3,10,0,
7,10,0,
5,,,
0,0,10,
1,10,0,
0,0,20,
1,20,0,
0,0,30,
0,0,20,0
1,30,0,
1,20,0,0
3,,,
3,,,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,1,0
1,,,.5
1,,,.5
1,0,0,
1,0,0,0
1,0,0,0
1,1,0,0
0,0,0,.5
0,0,0,.5
0,0,0,
0,0,0,0
1,0,0,
1,0,0,0
3,0,0,
3,0,0,0
0,15,15,
0,10,20,0
0,20,12,0
0,0,20,.40000001
0,12,10,.2
0,0,20,0
1,30,0,
1,30,0,0
1,32,0,0
1,20,0,.40000001
1,22,0,.2
1,20,0,0
3,15,15,
3,20,10,0
3,,,0
3,,,.40000001
3,,,.2
3,20,0,0
3,12,20,0
3,,,.40000001
3,10,12,.2
3,20,0,0
5,,,0
5,,,.40000001
5,,,.2
5,,,0
0,0,0,
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,20,
0,0,20,0
1,20,0,
1,20,0,0
3,,,
3,20,0,0
6,20,0,
6,20,0,0
0,0,5,
0,0,5,.33333334
0,0,5,0
0,0,5,0
0,0,4,0
0,0,5,0
1,5,0,
,,,.33333334
3,5,0,
3,5,0,.33333334
3,5,0,0
3,5,0,0
3,4,0,0
3,,,0
0,0,15,
0,0,20,0
0,0,15,0
0,10,25,0
0,25,20,0
0,1,40,0
1,15,0,
1,20,0,0
1,15,0,0
1,35,0,0
1,45,0,0
1,41,0,0
3,,,
3,,,0
3,15,0,0
3,25,10,0
3,20,25,0
3,40,1,0
0,0,0,
0,0,0,0
0,0,10,0
0,0,6,0
0,0,10,0
0,0,0,0
1,0,0,
1,0,0,0
1,10,0,0
1,6,0,0
1,10,0,0
1,0,0,0
3,,,
3,,,0
3,10,0,0
3,6,0,0
3,10,0,0
3,0,0,0
0,5,10,
0,0,0,0
0,0,1,0
0,20,0,0
0,20,1,0
0,0,0,0
1,15,0,
1,0,0,0
1,1,0,0
1,20,0,0
1,21,0,0
1,0,0,0
3,10,5,
3,,,0
3,,,0
3,0,20,0
3,1,20,0
3,,,0
0,0,0,
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
1,0,0,
1,0,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
3,,,
3,,,0
3,1,0,0
3,1,0,0
3,1,0,0
3,,,0
0,0,15,
0,0,20,0
0,0,9,0
0,0,20,0
0,0,20,0
1,,,.2
1,15,0,
1,20,0,0
1,9,0,0
1,20,0,0
1,20,0,0
0,0,0,.2
3,15,0,
3,20,0,0
3,9,0,0
3,20,0,0
3,20,0,0
3,0,0,.2
7,15,0,
7,20,0,0
7,9,0,0
7,20,0,0
7,20,0,0
7,0,0,.2
5,,,
5,,,0
5,9,0,0
5,20,0,0
5,,,0
5,0,0,.2
0,10,20,
0,,,0
0,10,20,0
0,10,20,0
0,7,20,0
0,10,20,0
2,20,10,
2,0,7,0
2,20,10,0
2,20,10,0
2,20,7,0
2,20,10,0
2,30,0,
2,7,0,0
2,30,0,0
2,30,0,0
2,27,0,0
2,30,0,0
0,0,0,
0,0,0,0
0,1,0,.60000002
0,0,0,.60000002
0,1,0,0
0,0,0,.60000002
1,0,0,
1,0,0,0
1,0,1,.60000002
1,0,0,.60000002
1,0,1,0
1,0,0,.60000002
3,0,0,
3,0,0,0
3,,,.60000002
3,,,.60000002
3,,,.60000002
7,0,0,0
7,,,.60000002
7,,,.60000002
7,,,.60000002
5,,,0
5,,,.60000002
5,,,.60000002
5,,,.60000002
0,0,0,
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,
1,1,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,,,
3,1,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
0,10,0,
0,0,0,.2
0,3,0,0
0,3,0,.16666667
1,0,10,
1,0,0,.2
1,0,3,0
1,0,3,.16666667
3,10,0,
,,,.2
7,3,0,0
7,3,0,.16666667
3,10,0,
3,,,.2
3,3,0,0
3,,,.16666667
3,10,0,
3,0,0,.2
3,3,0,0
3,3,0,.16666667
5,,,0
5,,,.16666667
0,15,0,
0,10,0,.16666667
0,10,0,0
0,,,.40000001
1,10,0,0
0,10,0,0
1,0,15,
1,0,10,.16666667
1,0,10,0
1,,,.40000001
0,0,10,0
1,0,10,0
3,15,0,
3,,,.16666667
3,10,0,0
3,0,0,.40000001
3,10,0,0
3,10,0,0
7,15,0,
7,10,0,.16666667
7,10,0,0
7,0,0,.40000001
7,10,0,0
7,10,0,0
2,15,0,
,,,.16666667
5,,,
5,,,.16666667
5,,,0
5,,,.40000001
5,10,0,0
5,10,0,0
0,0,0,
0,0,0,.33333334
0,0,1,0
0,0,0,0
0,0,0,0
0,0,1,0
1,0,0,
1,0,0,.33333334
1,1,0,0
1,0,0,0
1,0,0,0
1,1,0,0
5,,,
,,,.33333334
0,0,0,
0,0,1,0
1,0,0,
1,1,0,0
0,0,13,
0,0,15,0
0,0,2,0
0,0,1,0
1,13,0,
1,15,0,0
1,2,0,0
1,1,0,0
0,0,20,
0,0,20,0
0,0,20,0
1,20,0,
1,20,0,0
1,20,0,0
3,,,
3,,,0
3,,,0
0,0,10,
0,0,7,0
1,10,0,
1,7,0,0
0,0,5,
0,0,3,0
0,0,2,0
1,0,0,0
1,5,0,
1,3,0,0
1,2,0,0
0,0,0,0
0,0,20,
0,0,20,0
1,20,0,
1,20,0,0
0,0,2,
0,0,0,0
1,2,0,
1,0,0,0
0,0,0,
1,0,0,
5,,,
0,20,0,
1,0,20,
0,,,0
0,,,0
0,10,20,0
0,10,20,0
0,10,20,0
0,20,20,.16666667
0,20,20,0
0,20,20,0
0,20,1,0
0,20,1,
1,,,0
1,30,0,0
1,30,0,0
1,30,0,0
1,40,0,.16666667
1,40,0,0
1,40,0,0
1,21,0,0
1,21,0,
3,,,0
3,20,10,0
3,20,10,0
3,20,10,0
3,20,20,.16666667
3,20,20,0
3,20,20,0
3,1,20,0
3,1,20,
7,30,0,0
7,40,0,.16666667
7,40,0,0
7,40,0,0
7,21,0,0
7,21,0,
5,,,0
5,,,.16666667
5,,,0
5,,,0
5,21,0,0
5,21,0,
0,0,0,
0,0,5,0
0,0,9,0
0,0,1,
1,0,0,
1,5,0,0
1,9,0,0
1,1,0,
3,,,0
3,30,0,0
3,30,0,0
3,30,0,0
,,,.16666667
7,0,0,
7,5,0,0
0,0,0,
1,0,0,
3,0,0,
3,5,0,0
1,0,0,
0,0,0,
5,,,
5,,,0
3,,,
3,,,
7,16,0,
3,1,15,
5,,,
1,16,0,
0,15,1,
1,0,0,
0,0,0,
0,5,5,
1,10,0,
3,5,5,
7,10,0,
2,10,0,
2,50,0,
2,30,20,
0,20,30,
1,50,0,
3,,,
4,50,0,
0,20,0,
1,0,20,
0,0,1,
1,1,0,
3,1,0,
0,10,0,
1,10,0,
2,0,10,
2,10,0,
0,0,0,
1,0,0,
3,0,0,
1,2,0,
0,0,2,
4,2,0,
0,0,0,
1,0,0,
3,,,
6,0,0,
0,0,5,
1,5,0,
3,,,
1,10,0,
0,0,10,
0,10,0,
1,0,10,
3,10,0,
6,10,0,
0,0,1,
1,1,0,
3,1,0,
7,1,0,
5,,,
0,10,0,
1,0,10,
3,,,
6,10,0,
1,12,0,
0,0,12,
3,12,0,
7,12,0,
5,,,
1,20,0,
0,0,20,
2,20,0,
0,,,0
0,0,0,.75
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,,,0
1,,,0
1,,,0
1,,,0
,,,.75
,,,.75
,,,.75
0,,,0
0,0,20,0
0,0,0,0
0,0,0,.2
0,0,0,
0,0,0,.5
0,0,0,0
0,0,1,0
0,0,0,.5
1,,,0
1,20,0,0
1,0,0,0
1,0,0,.2
1,0,0,
1,0,0,.5
1,0,0,0
1,1,0,0
1,0,0,.5
2,,,0
2,20,0,0
2,0,0,0
,,,.2
2,,,0
2,20,0,0
2,0,0,0
2,0,0,.2
6,0,0,
2,,,.5
3,,,0
3,,,0
3,20,0,0
3,0,0,0
3,0,0,.2
3,0,0,
3,,,.5
3,0,0,0
3,1,0,0
3,,,.5
7,,,0
5,,,0
5,,,0
5,,,.5
0,,,0
0,0,0,.2
1,,,0
1,0,0,.2
3,,,0
3,,,0
3,0,0,.2
3,,,0
3,0,0,.2
2,,,0
,,,.2
0,,,0
3,10,0,0
0,0,0,0
1,,,0
7,10,0,0
1,0,0,0
3,,,0
5,,,0
3,,,0
2,,,0
0,10,0,0
2,0,0,0
2,,,0
1,0,10,0
2,0,0,0
0,,,0
0,,,0
0,,,0
0,5,5,0
0,5,5,0
1,,,0
1,10,0,0
3,,,0
3,,,0
0,,,0
0,15,20,0
0,20,20,.25
0,0,0,.33333334
0,0,0,0
1,,,.33333334
1,,,0
1,,,0
1,35,0,0
1,40,0,.25
1,0,0,.33333334
1,0,0,0
0,10,0,.33333334
0,0,0,0
0,0,0,0
0,0,0,0
3,,,0
3,20,15,0
3,20,20,.25
,,,.33333334
3,,,0
3,35,0,0
,,,.25
3,0,0,.33333334
3,,,0
3,0,10,.33333334
7,10,0,.33333334
0,,,0
0,0,20,0
1,,,0
1,20,0,0
1,20,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
0,,,0
0,0,0,0
0,,,.80000001
1,,,0
1,0,0,0
1,,,.80000001
3,,,0
3,0,0,0
3,,,.80000001
3,,,0
3,0,0,0
3,0,0,.80000001
3,,,0
3,0,0,0
3,,,.80000001
7,,,.80000001
0,,,0
0,0,20,0
0,0,16,0
0,0,10,0
0,0,1,0
1,,,0
1,20,0,0
1,16,0,0
1,10,0,0
1,1,0,0
3,,,0
3,,,0
3,,,0
3,20,0,0
3,20,0,0
3,16,0,0
3,10,0,0
3,1,0,0
0,,,0
0,,,0
1,,,0
1,0,0,0
3,,,0
3,,,0
3,,,0
3,,,0
3,,,0
3,0,0,0
0,,,0
0,0,0,0
0,0,14,0
0,0,7,0
0,0,5,0
0,5,2,.25
0,10,10,0
0,0,0,0
0,0,4,0
1,,,0
1,,,0
1,0,0,0
1,14,0,0
1,7,0,0
1,5,0,0
1,7,0,.25
1,20,0,0
1,0,0,0
1,4,0,0
3,,,0
3,0,0,0
3,14,0,0
3,7,0,0
3,5,0,0
3,,,.25
3,,,0
3,,,0
3,0,0,0
3,14,0,0
3,7,0,0
3,,,0
3,7,0,.25
3,20,0,0
7,2,5,.25
7,10,10,0
5,,,.25
5,,,0
5,,,0
5,,,0
0,,,0
0,,,0
0,35,0,0
0,24,0,0
0,9,0,.25
0,9,0,0
0,0,0,.5
0,0,0,.66666669
3,,,0
3,20,15,0
3,20,4,0
3,7,2,.25
3,6,3,0
3,,,.5
1,,,.66666669
3,,,0
3,15,20,0
3,4,20,0
3,2,7,.25
3,3,6,0
3,,,.5
3,,,0
3,35,0,0
3,24,0,0
,,,.25
3,,,0
3,0,0,.5
3,,,.66666669
0,,,0
0,,,0
0,,,0
0,0,10,0
1,,,0
1,10,0,0
3,,,0
3,10,0,0
3,10,0,0
0,,,0
0,5,16,0
0,0,10,.5
