A5,hh_altersmok,smoking,log_inc,class,gender,A12,han
0,10,0,11.243517,7,2,5,1
1,-2.3841858e-07,10,11.072607,4,1,4,1
3,10,0,10.253551,,1,1,1
0,-2.3841858e-07,10,11.008465,4,1,3,1
1,10,0,11.008465,7,2,4,1
3,10,0,10.101647,,1,2,1
0,.5,1,10.374741,7,1,5,1
1,1.5,0,8.9921846,1,2,4,1
3,,,8.9921846,,2,,1
0,0,0,11.148034,7,1,3,0
1,0,0,11.340923,8,2,3,1
3,0,0,11.288844,7,2,5,1
0,4.7683716e-07,16,10.884597,4,1,2,1
1,16,0,10.624937,4,2,3,1
3,16,0,9.9593124,7,1,5,1
0,0,8,11.302204,4,1,2,1
1,8,0,11.225244,7,2,4,1
0,0,0,11.049405,8,1,3,0
1,0,0,10.745195,8,2,3,1
3,0,0,10.017107,12,2,5,0
0,1.5,0,7.8574824,1,2,3,1
1,.5,1,7.8574824,13,1,2,1
3,,,7.8574824,,2,0,1
0,10,0,9.5104446,4,1,3,1
1,10,0,10.609057,8,2,3,1
3,-2.3841858e-07,10,10.203592,4,1,5,1
1,15,0,9.6786757,4,2,5,1
0,5,10,10.231832,4,1,2,1
3,,,9.0794716,,2,1,1
0,10,0,11.137019,13,2,4,1
3,10,0,11.649785,4,2,3,1
7,-2.3841858e-07,10,11.700788,4,1,4,1
0,5,10,10.344106,8,1,5,1
1,15,0,10.549892,4,2,3,1
3,,,9.5591173,,1,1,1
1,0,0,10.757336,4,2,5,1
0,0,0,10.861048,4,1,4,1
3,,,9.8954554,,1,,1
0,0,0,10.903249,13,1,2,0
1,0,0,10.903249,13,2,2,1
0,0,0,10.968316,13,1,2,1
1,0,0,10.968316,13,2,0,1
0,0,0,11.464939,7,1,5,1
1,0,0,11.627277,7,2,5,0
0,2.9802322e-08,1,10.499757,4,1,2,1
1,1,0,10.521552,4,2,5,1
3,1,0,9.596056,,1,2,1
1,0,0,10.586584,13,2,0,1
0,0,0,10.524064,13,1,2,1
0,5,10,10.217683,4,1,3,1
1,15,0,10.88525,8,2,3,1
3,,,9.7040081,,1,,1
0,5,10,11.536382,4,1,3,1
1,15,0,11.389325,4,2,5,1
3,,,10.555118,,2,,1
0,2.5,5,11.116024,4,1,5,1
1,7.5,0,11.022556,7,2,5,1
3,,,10.17504,,2,0,1
0,0,0,11.109059,7,1,5,0
1,0,0,10.910958,7,2,5,0
3,,,10.117523,,2,0,0
0,.5,1,11.358226,7,1,5,1
1,1.5,0,10.634202,4,2,5,1
3,,,10.152971,,2,,1
0,.5,1,10.73958,4,1,5,1
1,1.5,0,10.86028,4,2,5,1
3,,,9.8866806,,2,,1
0,1,2,10.513797,4,1,5,1
1,3,0,10.211707,4,2,3,1
3,,,9.4587622,,1,,1
0,-4.7683716e-07,20,10.649544,7,1,5,1
1,20,0,10.782561,4,2,5,1
3,20,0,9.8077106,,2,2,1
0,.5,1,11.114121,7,1,5,1
1,1.5,0,10.727419,4,2,5,1
3,,,10.030659,,2,0,1
0,0,0,11.109458,7,1,5,1
1,0,0,9.9942417,1,2,5,1
3,,,9.9942417,,1,0,1
0,0,0,10.563767,4,1,2,0
1,0,0,10.395334,4,2,3,0
3,,,9.596056,,1,0,0
0,0,0,11.22185,7,1,6,1
1,0,0,11.22185,7,2,6,1
3,,,10.320417,,2,0,1
0,0,3,11.259323,4,1,5,1
1,3,0,11.310809,4,2,5,1
0,0,0,11.559332,4,1,5,1
1,0,0,11.490169,8,2,5,1
0,2.9802322e-08,1,11.615783,8,1,6,0
1,1,0,11.324586,4,2,5,0
6,1,0,10.567034,1,2,2,0
0,0,20,11.344507,13,1,3,1
1,20,0,11.010399,13,2,3,1
0,0,0,10.937858,4,1,3,0
1,0,0,10.66585,4,2,2,0
3,0,0,10.821111,4,2,3,0
0,0,30,10.352172,4,1,2,0
1,30,0,9.4030247,4,2,2,0
3,30,0,8.8990488,4,2,5,0
2,30,0,8.8990488,1,2,1,0
0,2.9802322e-08,1,11.610318,7,1,2,1
1,1,0,11.089948,13,2,3,1
3,1,0,11.204079,7,2,5,1
0,0,10,11.589887,7,1,5,1
1,10,0,10.491274,1,2,5,1
0,0,0,11.47557,8,1,3,0
1,0,0,11.00764,4,2,2,0
3,0,0,10.352438,12,2,3,0
0,0,0,9.5067348,1,1,2,0
1,0,0,10.592877,4,2,5,0
0,15,0,10.654903,13,2,4,1
1,0,15,10.566175,4,1,4,1
0,0,0,11.089296,7,2,4,1
1,0,0,11.210017,13,1,5,1
5,,,10.249438,,2,0,1
0,-2.3841858e-07,7,10.869626,13,1,5,1
1,7,0,11.171217,13,2,3,1
3,7,0,11.362748,4,2,5,1
0,0,40,10.155802,8,1,2,1
1,40,0,9.057189,1,2,2,1
0,0,0,8.5115776,1,2,2,1
1,0,0,8.5115776,1,1,2,1
3,,,8.5115776,,1,,1
7,0,0,10.301324,4,2,5,1
5,,,8.5115776,,2,,1
0,36.25,20,10.851742,13,1,2,1
1,56.25,0,10.754151,13,2,0,1
3,31.25,25,11.004829,4,1,5,1
7,56.25,0,11.403378,4,2,3,1
5,,,10.22644,,2,,1
0,2.5,5,8.5817318,1,1,2,1
1,7.5,0,8.5817318,1,2,1,1
5,,,8.5817318,,1,,1
0,30,0,10.480101,13,2,2,1
1,10,20,10.254145,13,1,2,1
5,,,9.4572001,,1,1,1
0,17.5,0,10.544815,4,2,5,1
1,10.5,7,9.2476358,7,1,5,1
3,,,9.2476358,,2,,1
2,10.5,7,9.2476358,1,1,2,1
2,17.5,0,10.44523,13,2,2,1
0,0,0,10.609057,7,2,5,1
3,,,9.4254513,,2,,1
1,,,9.4254513,,1,,1
0,.25,1,11.346587,13,1,5,1
1,1.25,0,10.476612,1,2,2,1
5,,,10.476612,,2,,1
3,1.25,0,11.308064,7,1,5,1
3,1.25,0,11.656818,7,2,5,1
0,0,0,10.513525,13,2,2,1
1,0,0,10.733566,13,1,2,1
0,10,0,11.008329,13,2,5,1
1,0,10,10.475912,13,1,3,1
0,0,0,10.110953,13,2,4,1
3,0,0,10.982086,4,2,5,1
1,,,9.7297955,,1,,1
1,0,0,9.0367804,1,2,3,1
0,0,0,10.408093,13,1,2,1
9,,,9.0367804,,2,0,1
1,0,0,6.5022902,4,2,5,1
3,,,5.1159959,,1,1,1
0,,,5.1159959,,1,,1
0,1,0,10.905344,4,2,5,1
1,2.9802322e-08,1,11.275514,7,1,5,1
3,1,0,10.198642,,1,1,1
0,0,0,11.058007,13,2,2,1
1,0,0,11.673768,8,1,5,1
0,0,0,11.021902,13,2,3,1
1,0,0,11.060369,13,1,2,1
0,15,0,10.410908,13,2,2,1
1,5,10,10.335919,4,1,2,1
5,,,9.4587622,,2,,1
0,53.333332,0,10.100287,7,2,5,1
1,13.333332,40,9.205328,1,1,4,1
3,,,9.205328,,1,0,1
6,53.333332,0,10.46738,13,2,2,1
0,20,0,11.188994,13,2,4,1
1,0,20,11.188994,13,1,3,1
0,0,0,10.573025,4,1,3,1
1,0,0,10.176056,4,2,5,1
3,0,0,9.4778194,8,1,5,1
0,10,20,10.322198,4,1,5,1
1,30,0,10.150348,7,2,3,1
3,,,9.3236694,,2,,1
0,-4.7683716e-07,20,11.508583,9,1,5,1
1,20,0,10.769888,7,2,3,1
3,20,0,10.294403,12,2,5,1
0,0,20,10.631278,4,1,4,1
1,20,0,10.247432,8,2,2,1
0,1.5,0,7.9994669,1,2,4,1
1,.5,1,7.9994669,1,1,5,1
5,,,7.9994669,,2,,1
1,0,0,10.815502,7,1,5,1
0,0,0,10.313829,4,2,2,0
3,,,9.6795101,,1,0,0
0,-4.7683716e-07,20,11.723726,8,1,5,1
1,20,0,10.68891,1,2,2,1
3,20,0,11.470714,4,2,5,1
0,10,0,11.396392,8,1,5,1
1,10,0,10.968198,4,2,2,1
3,-2.3841858e-07,10,10.839581,4,1,5,1
0,0,0,10.601365,7,1,5,0
1,0,0,10.601365,7,2,5,1
3,,,9.6921282,,1,,0
0,0,0,10.806355,8,2,5,1
1,0,0,9.4200611,8,1,5,1
3,0,0,9.4200611,12,2,5,1
0,12.5,0,10.608662,4,1,5,1
1,12.5,0,10.608662,4,2,4,1
3,,,9.8460703,,2,,1
2,2.5,10,9.8460703,1,1,2,1
2,12.5,0,10.996819,13,2,4,1
0,55,20,10.927377,4,1,1,1
1,75,0,10.436466,13,2,2,1
3,35,40,9.5236902,8,1,4,1
7,75,0,9.8873577,7,2,5,1
5,,,9.5236902,,2,,1
1,0,0,10.216472,1,2,1,1
0,0,0,11.229899,13,1,4,1
0,-4.7683716e-07,20,11.236732,8,1,5,1
1,20,0,10.693459,13,2,4,1
3,20,0,10.121284,12,2,3,1
0,20,20,11.184884,4,1,2,1
1,40,0,11.158154,13,2,2,1
3,20,20,12.067002,7,1,5,1
0,0,0,10.513797,7,1,5,1
1,0,0,9.1291304,11,2,5,1
3,,,9.1291304,,2,0,1
0,-1.1920929e-07,5,11.644129,9,1,5,1
1,5,0,11.492927,7,2,5,1
3,5,0,10.692399,,1,3,1
0,5,10,11.17278,13,1,5,1
1,15,0,10.625384,13,2,1,1
5,,,10.050469,,1,,1
0,.33333337,1,10.05406,8,1,4,1
1,1.3333334,0,9.2153282,1,2,2,1
3,,,9.2153282,,2,,1
3,1.3333334,0,9.2153282,,2,4,1
0,19,19,10.938094,7,1,4,1
1,38,0,9.3307867,1,2,2,1
5,,,9.3307867,,1,,1
5,,,9.3307867,,1,,1
0,2.9999995,20,10.954309,7,1,5,1
1,23,0,10.513253,7,2,4,1
3,20,3,9.8416119,12,1,4,1
0,-4.7683716e-07,20,11.24896,7,1,5,1
1,20,0,9.8626652,1,2,4,1
3,20,0,9.8626652,,2,2,1
0,-4.7683716e-07,20,10.089967,8,1,3,1
1,20,0,9.6550264,4,2,3,1
3,20,0,10.218298,8,1,5,1
0,0,30,10.346569,8,1,2,1
1,30,0,10.469228,1,2,2,1
0,10,20,10.858486,8,1,5,1
1,30,0,10.213665,4,2,2,1
3,,,9.7094984,,1,,1
0,.33333337,1,7.7571583,4,1,2,1
1,1.3333334,0,9.3317833,4,2,2,1
3,1.3333334,0,7.7571583,,2,2,1
3,,,7.7571583,,2,0,1
0,10,20,11.046967,4,1,4,1
1,30,0,9.6774235,4,2,4,1
3,,,9.6774235,,2,,1
0,0,0,0,7,1,5,1
1,0,0,10.521372,8,2,3,1
0,0,2,11.030201,13,1,2,1
1,2,0,10.646139,8,2,3,1
0,0,0,10.586584,4,1,3,1
1,0,0,9.6803436,1,2,3,1
0,0,0,10.87899,7,1,5,1
1,0,0,9.7897587,1,2,2,1
0,30,20,11.136281,7,1,3,1
1,50,0,11.147296,13,2,2,1
3,30,20,12.600194,7,1,5,1
7,50,0,11.206617,7,2,3,1
5,,,10.944047,,1,,1
0,5,0,9.788825,7,1,4,1
1,5,0,9.0159464,11,2,2,1
3,-1.1920929e-07,5,8.6713438,1,1,4,1
0,0,0,10.375052,7,1,4,1
1,0,0,10.375052,7,2,4,1
3,0,0,10.019046,12,2,3,1
3,,,10.019046,,1,,1
0,10,20,11.727015,7,1,4,1
1,30,0,10.903629,4,2,5,1
3,,,10.528712,,2,0,1
0,0,0,12.788028,8,1,5,1
1,0,0,11.845868,7,2,5,1
3,,,11.50798,,1,,1
0,5,10,9.8366356,8,1,5,1
1,15,0,8.4567356,1,2,2,1
3,,,8.4567356,,2,1,1
0,0,0,12.077103,8,1,5,1
1,0,0,11.077517,1,2,2,1
0,20,0,10.241387,7,2,2,1
3,20,0,9.2143326,,2,1,1
1,-4.7683716e-07,20,9.2143326,4,1,2,1
0,12.75,1,12.307927,7,1,5,1
1,13.75,0,10.678961,1,2,1,1
3,3.75,10,11.282661,8,1,5,1
7,13.75,0,10.678961,1,2,5,1
5,,,10.678961,,1,,1
0,40,40,10.406533,4,1,2,1
3,60,20,10.408044,4,1,4,1
7,80,0,10.408044,4,2,2,1
5,,,9.6241045,,1,,1
0,43.75,0,10.592627,13,2,2,1
3,28.75,15,11.228438,4,1,5,1
7,43.75,0,9.8113718,1,2,5,1
5,,,9.8113718,,1,,1
1,23.75,20,10.316921,7,1,5,1
0,20,0,10.728211,9,1,3,1
1,20,0,9.1721191,1,2,3,1
2,20,0,9.1721191,1,1,0,1
3,0,20,9.1721191,7,1,5,1
0,0,0,7.7454357,4,1,0,1
1,0,0,8.0166483,4,2,0,1
3,0,0,8.203578,,2,2,1
0,12.75,1,9.4157276,1,1,2,1
1,13.75,0,9.4157276,1,2,1,1
3,3.75,10,10.578471,4,1,4,1
7,13.75,0,10.563078,4,2,2,1
5,,,9.4157276,,1,,1
0,20,5,9.4173546,1,2,0,1
3,5,20,8.9359035,4,1,2,1
7,25,0,10.360912,4,2,2,1
5,25,0,8.9359035,4,1,5,1
0,0,0,10.710707,7,2,3,0
1,0,0,10.967049,4,1,3,1
6,0,0,9.9443092,1,2,2,1
0,10,20,10.71041,11,1,3,1
1,30,0,10.398793,1,2,2,1
3,20,10,11.438417,8,1,4,1
3,30,0,10.743329,8,2,5,1
7,30,0,11.615663,4,2,5,1
0,0,1,10.400011,8,1,5,1
1,1,0,10.652542,4,2,5,1
3,1,0,9.4618769,1,2,5,1
3,1,0,9.4618769,,1,2,1
0,6.25,20,10.946129,13,1,5,1
1,26.25,0,10.070865,1,2,1,1
3,25.25,1,10.922925,4,1,2,1
7,26.25,0,10.228079,4,2,2,1
5,,,9.8799114,,1,0,1
0,30,0,10.373699,1,2,5,1
1,10,20,9.1805687,7,1,3,1
3,,,9.0718441,,1,0,1
0,33.333332,20,7.4115562,1,2,1,1
3,33.333332,20,7.4115562,1,1,4,1
7,53.333332,0,8.9431143,4,2,2,1
5,,,7.4115562,,1,0,1
0,0,0,11.093397,4,1,2,1
1,0,0,9.8363676,1,2,2,1
3,,,9.7547359,,1,,1
0,2.5,10,8.8522234,1,1,3,1
1,12.5,0,9.72931,4,2,2,1
3,,,8.6154079,,1,,1
2,12.5,0,9.673768,1,1,0,1
2,12.5,0,8.6154079,1,2,2,1
0,20,0,9.6375666,1,2,2,1
1,0,20,10.441442,4,1,2,1
3,20,0,10.828341,4,1,4,1
7,20,0,9.6375666,1,2,4,1
0,0,0,10.046288,1,2,3,1
1,0,0,10.344642,4,1,2,1
3,,,9.3137989,,1,0,1
0,-1.1920929e-07,5,10.739797,4,1,2,1
1,5,0,11.069083,4,2,2,1
3,5,0,10.005894,,1,2,1
0,0,0,10.839385,11,1,4,1
1,0,0,9.4719353,1,2,3,1
3,,,9.4719353,,2,0,1
0,0,0,10.68891,7,1,3,1
1,0,0,10.557548,7,2,2,1
3,0,0,9.7330942,,1,1,1
0,30,0,11.116221,7,2,5,1
1,10,20,11.287446,4,1,5,1
3,,,10.302711,,1,1,1
0,0,0,10.468801,7,1,5,1
1,0,0,10.961278,8,2,5,0
0,1.6666667,0,10.75608,13,2,4,1
1,.66666675,1,11.050357,7,1,4,1
3,,,9.8686066,,1,,1
7,1.6666667,0,10.703568,7,2,5,1
5,,,9.8686066,,1,,1
0,0,0,8.8581686,1,2,3,1
1,0,0,9.5561686,4,1,3,1
3,,,8.8581686,,1,,1
0,5,10,11.470714,7,1,5,1
1,15,0,10.16071,1,2,3,1
3,,,10.16071,,1,,1
0,5,10,13.407793,7,1,5,1
1,15,0,12.073493,1,2,5,1
3,10,5,12.226692,4,1,5,1
0,3,0,10.843494,13,2,2,1
1,0,3,10.664293,4,1,2,1
0,6,12,11.375959,8,1,5,1
1,18,0,10.795485,7,2,4,1
3,,,10.210972,,2,,1
0,0,3,11.065422,7,1,5,1
1,3,0,10.878572,4,2,3,1
3,3,0,10.081634,,1,3,1
0,0,0,10.651123,4,1,2,1
1,0,0,10.592627,4,2,2,1
3,0,0,9.7315121,,1,1,1
0,0,0,10.699492,4,2,3,1
1,,,9.4200611,,1,,1
3,,,9.4200611,,1,,1
0,0,0,10.958961,4,1,2,1
1,0,0,10.515063,4,2,2,1
3,,,9.8451519,,2,,1
0,20,0,11.33881,7,2,5,1
1,-4.7683716e-07,20,11.302451,4,1,4,1
3,20,0,10.404869,,2,3,1
0,2.5,10,11.590997,7,1,5,1
1,12.5,0,11.393241,7,2,5,1
3,,,10.244236,,2,,1
2,12.5,0,10.244236,1,2,0,1
2,12.5,0,10.244236,1,1,0,1
0,2.5,10,10.960236,13,1,5,1
1,12.5,0,10.489606,13,2,0,1
3,12.5,0,10.850114,4,1,5,1
7,12.5,0,10.748068,4,2,5,1
5,,,9.9776669,,1,,1
0,20,20,13.075272,7,1,2,1
1,40,0,11.925035,1,2,0,1
3,,,11.925035,,2,,1
3,,,11.925035,,1,0,1
0,7.5,0,10.79242,13,2,2,1
1,2.5,5,11.07694,4,1,3,1
5,,,10.113046,,1,,0
0,0,0,8.5171928,1,2,5,1
2,0,0,8.5171928,1,2,0,1
4,0,0,10.308952,4,2,5,1
3,,,8.5171928,,1,,1
1,,,8.5171928,,1,,1
0,0,1,11.433883,8,1,5,1
1,1,0,11.07597,13,2,4,1
1,0,0,9.619133,4,2,2,1
0,0,0,10.423768,4,1,2,1
3,0,0,10.572598,7,1,5,1
3,0,0,10.330388,7,2,3,1
0,0,0,11.066638,13,2,2,1
1,0,0,10.992049,4,1,2,1
1,0,40,11.400311,8,1,5,1
0,40,0,11.480913,4,2,5,1
0,0,10,9.7433186,4,1,2,1
1,10,0,10.05535,13,2,2,1
0,0,0,9.7291346,4,1,2,1
1,,,8.6995144,,2,,1
0,-2.3841858e-07,7,11.291859,4,1,3,1
1,7,0,10.998198,13,2,2,1
3,7,0,11.18117,4,2,5,1
0,0,0,9.0419216,1,1,3,1
1,0,0,10.036706,13,2,3,1
0,0,6,11.170717,4,1,5,1
1,6,0,10.985632,4,2,5,1
3,6,0,10.166621,,2,2,1
0,2.9802322e-08,1,11.522216,8,1,5,1
1,1,0,11.20821,4,2,4,1
3,1,0,10.461197,,1,2,1
0,.5,1,10.849337,,1,5,1
1,1.5,0,10.163542,4,2,3,1
3,,,9.6485949,,1,,1
0,15,0,10.163542,8,2,4,1
1,5,10,10.106428,4,1,5,1
3,,,9.2202911,,1,,1
0,0,0,6.2385612,1,2,0,1
6,0,0,6.2385612,1,2,0,1
1,,,6.2385612,,1,,1
0,0,0,9.9773579,4,1,3,1
1,0,0,8.8725338,1,2,2,1
3,,,8.8725338,,1,1,1
0,37.5,0,8.4777594,1,2,2,1
1,12.5,25,9.8640537,4,1,2,1
3,,,8.4777594,,2,,1
0,0,0,11.472312,8,2,5,1
1,0,0,10.086642,1,1,4,1
3,,,10.086642,,1,,1
0,2.5,5,10.46196,4,1,5,1
1,7.5,0,10.349455,4,2,5,1
3,,,9.4909983,,1,,1
0,0,0,11.472312,7,1,6,1
1,0,0,10.086642,1,2,5,1
3,,,10.086642,,2,1,1
0,0,0,11.33587,7,1,6,1
1,0,0,9.9510069,1,2,2,1
3,0,0,9.9510069,,2,2,1
0,0,0,8.6555624,1,1,1,1
1,0,0,9.7836905,13,2,1,1
3,0,0,9.9105625,9,1,3,1
7,0,0,8.6555624,1,2,3,1
5,,,8.6555624,,1,0,1
0,2,8,10.127519,7,1,5,1
1,10,0,9.9533339,4,2,5,1
3,10,0,8.8568316,,2,2,1
3,,,8.8568316,,1,0,1
2,10,0,8.8568316,1,2,0,1
0,.5,1,9.7316818,4,1,2,1
1,1.5,0,8.3529921,1,2,2,0
3,,,8.3529921,,2,,0
0,30,0,9.0813704,1,2,3,0
1,10,20,10.379722,4,1,2,1
3,,,9.0118895,,2,,0
0,26,4,10.555396,4,1,3,1
1,30,0,10.224991,4,2,3,1
3,,,9.5738716,,2,0,1
2,10,20,10.297858,4,1,2,1
2,30,0,10.363093,4,2,0,1
0,18.666668,16,9.4517164,1,1,2,0
3,24.666668,10,10.853793,4,1,2,0
7,34.666668,0,9.4517164,1,2,3,1
5,,,9.4517164,,2,,0
0,,,9.7914381,,1,,0
1,13.333334,0,10.894515,4,2,4,1
3,,,9.7914381,,1,,0
2,5.333334,8,9.9074793,1,1,2,0
2,13.333334,0,11.095591,7,2,2,1
0,30,0,10.304276,4,2,4,0
1,10,20,10.601125,4,1,3,1
3,,,9.5652142,,1,,0
0,10,20,10.933107,4,1,2,0
1,30,0,9.546813,7,2,2,0
3,,,9.546813,,2,0,0
0,1.25,0,9.7773571,11,1,2,1
1,1.25,0,9.6030579,11,2,1,1
3,.25,1,10.397573,4,1,4,1
7,1.25,0,9.0802317,1,2,2,0
5,,,9.0802317,,1,,1
0,6.666666,10,9.9699306,4,1,2,1
1,16.666666,0,9.0025778,1,2,1,1
3,,,9.0025778,,1,,1
7,16.666666,0,10.170609,4,2,2,1
5,,,9.0025778,,1,1,1
0,10,20,10.867425,4,1,2,1
1,30,0,10.272288,4,2,2,0
3,,,9.7001467,,1,0,0
0,0,0,10.496538,7,1,5,1
1,0,0,9.1182251,1,2,3,1
3,,,9.1182251,,2,0,1
0,0,0,10.533873,7,1,5,1
1,0,0,10.063336,4,2,2,1
3,,,9.4388027,,2,,1
0,10,20,10.818444,4,1,5,1
1,30,0,10.604934,7,2,5,0
3,,,9.9001484,,1,,0
0,10,20,11.258463,7,1,5,0
1,30,0,10.540946,4,2,2,1
3,,,10.061914,,1,,0
0,17.5,20,10.718852,7,1,3,0
1,37.5,0,10.231711,11,2,3,1
3,37.5,0,10.451609,4,2,5,0
7,27.5,10,11.30467,7,1,3,1
5,,,9.9617567,,1,,0
0,0,0,11.115875,7,1,2,1
1,0,0,11.39448,7,2,3,1
3,,,10.497919,,2,,1
0,0,0,10.572086,4,1,2,0
1,0,0,10.273326,7,2,3,1
3,,,9.6178036,,2,,0
2,0,0,9.6178036,1,2,0,0
0,.5,1,8.4424696,1,1,2,0
1,1.5,0,9.828764,4,2,3,1
3,,,8.4424696,,1,,0
0,4.5,0,11.257087,7,2,3,1
1,1.5,3,11.64629,4,1,5,1
3,,,10.578132,,1,,1
0,0,10,8.9996195,11,1,4,1
1,10,0,9.8192902,4,2,2,1
0,-4.7683716e-07,20,7.5670009,11,1,1,1
1,20,0,8.0498524,11,2,2,1
3,20,0,7.5670009,13,1,1,1
0,20,0,10.15813,4,1,2,1
1,20,0,10.007848,4,2,1,1
3,0,20,10.060492,4,1,3,1
7,20,0,9.3413687,1,2,5,1
0,20,1,8.8341913,1,1,0,1
1,21,0,8.8341913,1,2,0,1
3,.99999905,20,10.019713,4,1,2,1
5,21,0,9.8450632,11,2,3,1
5,21,0,8.8341913,12,1,5,1
0,5,10,10.107788,4,1,2,1
1,15,0,8.7846727,1,2,3,1
3,,,8.7846727,,2,,1
0,6.666666,10,5.768321,1,1,2,1
1,16.666666,0,5.768321,1,2,2,1
7,16.666666,0,5.768321,1,2,4,1
5,,,5.768321,,2,,1
3,,,5.768321,,1,,1
0,26.666664,40,10.87275,7,1,0,1
1,66.666664,0,9.9465475,1,2,1,1
3,66.666664,0,9.7243605,1,2,4,1
5,,,9.7243605,,1,,1
7,,,9.7243605,,1,,1
0,1,20,9.0304155,1,1,2,1
1,20,1,10.083863,4,2,2,1
3,21,0,8.8753338,,1,2,1
0,-9.5367432e-07,40,10.690352,7,1,2,1
1,40,0,9.8590126,1,2,2,1
3,40,0,10.004689,4,2,4,1
0,10,10,11.591526,4,1,3,1
1,20,0,11.311381,7,2,4,1
3,20,0,10.306015,13,1,0,1
3,10,10,10.306015,1,1,4,1
7,20,0,10.306015,1,2,2,1
0,20,0,7.3020473,1,2,2,1
1,-4.7683716e-07,20,6.5976005,7,1,2,1
3,20,0,6.5976005,1,1,3,1
0,13.5,0,9.7745562,1,2,0,1
1,4.5,9,8.689909,1,1,1,1
5,,,8.5729427,,2,,1
0,12.5,0,9.2340565,1,2,0,1
7,2.5,10,10.596866,4,1,2,1
3,12.5,0,9.7392473,11,2,2,1
5,12.5,0,9.9154158,4,2,4,1
5,,,9.2340565,,1,0,1
0,5.7999997,5,8.9686937,7,1,3,1
1,10.799999,0,8.9686937,1,2,1,1
3,10.799999,0,9.9884415,4,2,4,1
3,6.7999997,4,10.384472,4,1,5,1
7,10.799999,0,8.9686937,4,2,5,1
5,,,8.9686937,,2,,1
0,2.9802322e-08,1,9.6414728,1,1,1,1
1,1,0,8.8486528,1,2,2,1
3,1,0,9.286375,7,2,4,1
0,7.5,0,8.909235,1,2,0,1
1,2.5,5,10.218298,11,1,1,1
3,,,8.909235,,1,1,1
0,0,0,9.8929319,4,1,2,1
1,0,0,9.6927662,1,2,2,1
0,0,0,6.4509969,1,1,2,1
1,0,0,6.4509969,1,2,0,1
3,0,0,6.4509969,1,1,5,1
0,3.333333,5,7.8095412,1,1,1,1
1,8.333333,0,9.2604628,1,2,2,1
7,8.333333,0,7.8095412,1,2,3,1
3,,,7.8095412,,1,,1
5,,,7.8095412,,2,,1
0,0,0,10.503057,4,1,3,1
1,0,0,9.2130032,1,2,2,1
3,,,9.2130032,,2,1,1
0,3,6,9.4275999,1,1,2,1
1,9,0,10.386736,4,2,2,1
3,,,9.4275999,,2,,1
0,,,8.0682926,7,1,2,1
0,0,0,8.1017103,7,1,5,1
0,0,0,8.5898705,7,1,5,1
0,0,0,9.5474081,7,1,5,1
1,,,8.0177841,8,2,2,1
1,,,8.0177841,8,2,2,1
1,0,0,8.0684366,8,2,5,1
1,0,0,8.6821852,8,2,5,1
1,0,0,9.4671764,7,2,5,1
3,,,7.3817801,12,2,0,1
3,,,7.3052597,,2,1,1
3,0,0,7.8196039,,2,2,1
3,0,0,9.3799429,4,2,5,1
0,,,7.9825735,7,1,2,1
0,.33333337,1,7.9302015,7,1,5,1
0,2.9802322e-08,1,8.4508228,7,1,3,1
1,,,7.8039494,7,2,3,1
1,1.3333334,0,7.8422737,4,2,3,1
1,1.3333334,0,7.8422737,4,2,3,1
1,1,0,8.0649252,7,2,3,1
3,,,7.3018627,12,2,0,1
3,,,7.3018627,12,2,0,1
3,,,7.130888,,2,1,1
3,1,0,7.5963516,,2,1,1
0,,,8.3140116,7,1,5,1
0,,,8.3140116,7,1,5,1
0,0,10,8.541687,7,1,5,1
0,0,12,8.8449678,7,1,3,1
0,12.000001,20,7.972466,1,1,5,1
0,,,7.7832241,,1,,1
0,,,9.2454662,,1,,1
0,,,7.6778636,,1,,1
0,,,8.7948246,,1,,1
1,,,8.2578135,4,2,2,1
1,10,0,8.3651257,4,2,2,1
1,10,0,8.3651257,4,2,2,1
1,12,0,8.8052816,4,2,2,1
1,32,0,8.8536654,4,2,2,1
1,0,0,8.8818359,13,2,4,1
1,,,9.2454662,,2,,1
1,0,0,9.5749836,13,2,2,1
1,0,0,9.8934374,13,2,4,1
3,,,7.8470006,1,1,1,1
3,10,0,8.0036907,,1,2,1
3,12,0,8.2908897,4,1,2,1
3,20,12,7.972466,1,1,2,1
3,,,7.7832241,,1,,1
3,,,9.2454662,,1,,1
3,,,8.5941544,,1,,1
3,,,8.3893595,,1,,1
7,0,0,10.181309,4,2,5,1
7,,,8.5941544,,2,,1
7,,,8.7948246,,2,,1
5,,,9.2454662,,2,0,1
5,,,8.5941544,,2,,1
5,,,8.7948246,,2,,1
0,,,8.1905079,4,2,4,1
0,0,0,8.5709839,4,2,4,1
0,0,0,8.4588575,4,2,4,1
1,,,8.3475323,4,1,4,1
1,0,0,8.7493076,8,1,4,1
1,0,0,8.7493076,8,1,4,1
1,0,0,8.4901648,4,1,5,1
3,,,7.564733,12,2,1,1
3,,,7.564733,12,2,1,1
3,,,8.1485386,,2,1,1
3,0,0,7.6613703,,2,2,1
0,,,8.5020819,7,1,3,1
0,1.5,3,8.1090403,8,1,5,1
0,0,3,8.5047665,7,1,3,1
1,,,8.3845787,7,2,3,1
1,4.5,0,8.0366983,8,2,3,1
1,3,0,8.2014551,7,2,3,1
3,,,8.0778236,12,2,1,1
3,,,8.0778236,12,2,1,1
3,,,7.423202,,2,2,1
